Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Customer_Count
Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,2,18214.0,1998,16216.0,0.829,1344,0.11,40-45,0,0,1
Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,16393.0,1423,14970.0,1.642,1461,0.087,50-55,0,0,1
Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,3,1438.3,900,538.3,0.743,760,0.626,60+,1,1,1
Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,1,7871.0,1687,6184.0,1.242,1428,0.214,55-60,0,0,1
Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,3,5288.0,866,4422.0,0.869,1777,0.164,45-50,0,0,1
Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,5,11376.0,2006,9370.0,0.619,1302,0.176,40-45,0,0,1
Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,5,12302.0,1632,10670.0,1.509,1483,0.133,45-50,0,0,1
Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,2,34516.0,1679,32837.0,0.623,1060,0.049,45-50,0,0,1
Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,2,34516.0,1468,33048.0,0.505,1330,0.043,45-50,0,0,1
Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,2,10514.0,1580,8934.0,0.504,1229,0.15,40-45,0,0,1
Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,4,1438.3,0,1438.3,0.707,886,0.0,50-55,1,1,1
Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,1438.3,0,1438.3,0.688,844,0.0,55-60,1,1,1
Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,1,2619.0,1779,840.0,1.259,1450,0.679,60+,0,0,1
Existing Customer,58,M,2,College,Married,$120K +,Blue,53,3,24407.0,2395,22012.0,1.071,2311,0.098,55-60,0,0,1
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,1,2377.0,1649,728.0,0.93,1378,0.694,50-55,0,0,1
Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,2,34516.0,1359,33157.0,1.327,1033,0.039,55-60,0,0,1
Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,3,11086.0,2207,8879.0,0.869,1523,0.199,50-55,0,0,1
Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,2,11432.0,2517,8915.0,0.615,1374,0.22,45-50,0,0,1
Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,3,13258.0,1721,11537.0,0.908,1080,0.13,40-45,0,0,1
Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,2,2571.0,1955,616.0,0.531,1234,0.76,45-50,0,0,1
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,2,5781.0,1168,4613.0,0.638,1600,0.202,40-45,0,0,1
Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,1,7872.0,2509,5363.0,0.971,1155,0.319,40-45,0,0,1
Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,1,34516.0,1202,33314.0,0.603,1353,0.035,40-45,0,0,1
Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,1,11127.0,1835,9292.0,2.368,1546,0.165,40-45,0,0,1
Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,1,1857.0,1603,254.0,0.579,1590,0.863,45-50,0,0,1
Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,1,1913.0,1272,641.0,1.008,1448,0.665,55-60,0,0,1
Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,3,3839.0,2295,1544.0,0.569,1271,0.598,40-45,0,0,1
Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,2,2115.0,1141,974.0,0.616,1223,0.539,45-50,0,0,1
Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,2,1438.3,679,759.3,0.859,1117,0.472,40-45,0,0,1
Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,3,27756.0,1789,25967.0,0.75,994,0.064,40-45,0,0,1
Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,1,1438.3,0,1438.3,0.81,1468,0.0,40-45,0,0,1
Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,4,13878.0,2222,11656.0,0.853,1658,0.16,45-50,0,0,1
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,1,3106.0,1304,1802.0,0.604,1368,0.42,50-55,0,0,1
Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,3,34516.0,1666,32850.0,0.613,1218,0.048,50-55,0,0,1
Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,1438.3,1025,413.3,0.838,702,0.713,55-60,1,1,1
Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,3,18871.0,1740,17131.0,1.727,1516,0.092,55-60,0,0,1
Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,2,5207.0,1748,3459.0,1.073,1310,0.336,40-45,0,0,1
Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,2,17965.0,1644,16321.0,0.921,1767,0.092,40-45,0,0,1
Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,3,2733.0,1819,914.0,0.767,933,0.666,40-45,0,0,1
Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,3,8863.0,1301,7562.0,1.207,1512,0.147,50-55,0,0,1
Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,3,1857.0,1833,24.0,0.723,829,0.987,50-55,1,1,1
Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,34516.0,0,34516.0,0.483,1120,0.0,40-45,0,0,1
Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,3,11107.0,1222,9885.0,0.538,1506,0.11,40-45,0,0,1
Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,1,21573.0,1585,19988.0,0.621,1384,0.073,40-45,0,0,1
Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,3,2859.0,2517,342.0,0.993,817,0.88,50-55,1,1,1
Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,2,5269.0,1475,3794.0,1.148,2094,0.28,35-40,0,0,1
Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,1438.3,0,1438.3,0.734,815,0.0,45-50,1,1,1
Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,3,3387.0,0,3387.0,0.789,510,0.0,40-45,1,1,1
Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,2,1982.0,1289,693.0,0.939,1377,0.65,50-55,0,0,1
Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,4645.0,1650,2995.0,0.912,1193,0.355,45-50,0,0,1
Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,3,2189.0,1666,523.0,0.343,1287,0.761,45-50,0,0,1
Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,2442.0,0,2442.0,0.98,701,0.0,45-50,1,1,1
Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,1,21304.0,1532,19772.0,1.018,1770,0.072,45-50,0,0,1
Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,1,7577.0,2480,5097.0,0.435,1409,0.327,40-45,0,0,1
Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,1,3234.0,1486,1748.0,0.868,1354,0.459,45-50,0,0,1
Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,3,4469.0,1125,3344.0,1.363,1765,0.252,60+,0,0,1
Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,3,2910.0,709,2201.0,0.538,1192,0.244,55-60,0,0,1
Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,4,3616.0,1054,2562.0,0.616,687,0.291,55-60,1,1,1
Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,2,3252.0,1495,1757.0,0.581,1227,0.46,60+,0,0,1
Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,3,2358.0,1152,1206.0,0.969,1737,0.489,50-55,0,0,1
Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,1,22322.0,953,21369.0,0.769,1348,0.043,40-45,0,0,1
Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,2,3133.0,1510,1623.0,0.609,1435,0.482,40-45,0,0,1
Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,3,3540.0,849,2691.0,0.456,1321,0.24,40-45,0,0,1
Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,3,6990.0,1378,5612.0,0.73,1479,0.197,35-40,0,0,1
Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,34516.0,1652,32864.0,0.854,1283,0.048,35-40,0,0,1
Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,4,1438.3,0,1438.3,1.038,689,0.0,55-60,1,1,1
Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,3,24396.0,1171,23225.0,0.655,965,0.048,40-45,0,0,1
Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,3,2474.0,2143,331.0,1.53,1541,0.866,45-50,0,0,1
Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,1,5214.0,795,4419.0,0.707,1258,0.152,40-45,0,0,1
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,2,5207.0,1650,3557.0,0.708,1339,0.317,50-55,0,0,1
Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,9512.0,1082,8430.0,0.701,1007,0.114,50-55,0,0,1
Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,3,3187.0,2430,757.0,0.617,1387,0.762,40-45,0,0,1
Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,3,3353.0,0,3353.0,1.021,960,0.0,60+,1,1,1
Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,2290.0,1434,856.0,0.923,1119,0.626,50-55,0,0,1
Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,1,5279.0,1115,4164.0,0.549,1642,0.211,45-50,0,0,1
Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,3,23603.0,0,23603.0,0.795,1382,0.0,35-40,0,0,1
Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,2,2601.0,0,2601.0,0.814,1232,0.0,55-60,0,0,1
Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,3,6363.0,1029,5334.0,0.838,1542,0.162,40-45,0,0,1
Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,3,8029.0,1576,6453.0,0.826,1094,0.196,40-45,0,0,1
Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2410.0,1769,641.0,0.759,1217,0.734,40-45,0,0,1
Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,3401.0,0,3401.0,0.898,744,0.0,40-45,1,1,1
Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,2,2260.0,1007,1253.0,0.84,1614,0.446,40-45,0,0,1
Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,2,17682.0,2481,15201.0,1.302,1747,0.14,45-50,0,0,1
Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,1,4206.0,1100,3106.0,0.587,1144,0.262,45-50,0,0,1
Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,3,34516.0,1440,33076.0,1.117,1575,0.042,40-45,0,0,1
Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,3,23018.0,2168,20850.0,0.859,1463,0.094,40-45,0,0,1
Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,2,5556.0,1711,3845.0,1.434,1706,0.308,50-55,0,0,1
Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,6094.0,0,6094.0,1.129,909,0.0,50-55,1,1,1
Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,1,2939.0,1999,940.0,2.145,2434,0.68,60+,0,0,1
Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,1,5362.0,1274,4088.0,1.015,1876,0.238,60+,0,0,1
Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,27126.0,0,27126.0,0.953,1000,0.0,45-50,1,1,1
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,3,3342.0,2517,825.0,0.771,1139,0.753,40-45,0,0,1
Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,2,2532.0,2221,311.0,0.491,799,0.877,50-55,1,1,1
Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,1900.0,1376,524.0,0.89,1881,0.724,50-55,0,0,1
Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,3,14546.0,1703,12843.0,0.955,1273,0.117,40-45,0,0,1
Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,3,2521.0,1608,913.0,0.587,1328,0.638,45-50,0,0,1
Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,4,16427.0,1682,14745.0,0.631,1579,0.102,50-55,0,0,1
Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,1,13068.0,1718,11350.0,0.607,937,0.131,45-50,0,0,1
Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,3,23218.0,1814,21404.0,1.178,1749,0.078,40-45,0,0,1
Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,1,3281.0,837,2444.0,1.859,1424,0.255,55-60,0,0,1
Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,3,3096.0,2217,879.0,0.799,2011,0.716,50-55,0,0,1
Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,2,2052.0,1250,802.0,0.728,1208,0.609,60+,0,0,1
Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,3,1438.3,583,855.3,0.888,1259,0.405,35-40,0,0,1
Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,3,9432.0,1418,8014.0,0.612,1319,0.15,45-50,0,0,1
Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,2,14938.0,2303,12635.0,0.804,949,0.154,45-50,0,0,1
Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,2221.0,1343,878.0,0.869,1338,0.605,40-45,0,0,1
Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,3,5731.0,1577,4154.0,0.657,1554,0.275,45-50,0,0,1
Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,34516.0,2061,32455.0,0.722,1350,0.06,45-50,0,0,1
Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,2,6985.0,1130,5855.0,0.963,1694,0.162,30-35,0,0,1
Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,24221.0,1707,22514.0,0.816,1678,0.07,50-55,0,0,1
Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,1,15439.0,0,15439.0,0.742,2069,0.0,35-40,0,0,1
Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,3,21637.0,2030,19607.0,0.776,1222,0.094,45-50,0,0,1
Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,3,14543.0,0,14543.0,0.788,1536,0.0,50-55,0,0,1
Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,1,9684.0,2475,7209.0,0.697,1400,0.256,40-45,0,0,1
Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,5007.0,930,4077.0,0.885,1050,0.186,60+,0,0,1
Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,2,1616.0,1047,569.0,0.984,1389,0.648,60+,0,0,1
Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,2,19116.0,0,19116.0,0.656,1184,0.0,50-55,0,0,1
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,6,2759.0,2223,536.0,1.32,2093,0.806,50-55,0,0,1
Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,3,8249.0,1381,6868.0,0.798,678,0.167,55-60,1,1,1
Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,3,14041.0,2154,11887.0,1.084,1467,0.153,35-40,0,0,1
Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,3,5264.0,2169,3095.0,0.374,1219,0.412,50-55,0,0,1
Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,2,2420.0,1912,508.0,1.256,1730,0.79,60+,0,0,1
Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,2,2826.0,2070,756.0,0.541,1025,0.732,45-50,0,0,1
Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,12518.0,1539,10979.0,0.645,1165,0.123,40-45,0,0,1
Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,2,5876.0,1297,4579.0,1.012,2133,0.221,60+,0,0,1
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,2,34516.0,0,34516.0,0.448,1122,0.0,45-50,0,0,1
Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,1,9648.0,1926,7722.0,0.549,1083,0.2,50-55,0,0,1
Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,34516.0,2177,32339.0,1.32,1234,0.063,50-55,0,0,1
Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3025.0,2376,649.0,1.252,1277,0.785,50-55,0,0,1
Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,3,3265.0,2517,748.0,0.952,1843,0.771,30-35,0,0,1
Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,2,6041.0,1355,4686.0,0.685,1747,0.224,55-60,0,0,1
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,2293.0,1823,470.0,0.617,1166,0.795,40-45,0,0,1
Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,13399.0,2505,10894.0,0.627,1326,0.187,45-50,0,0,1
Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,3,4317.0,2517,1800.0,0.944,1619,0.583,45-50,0,0,1
Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,2,3378.0,1069,2309.0,0.581,1285,0.316,40-45,0,0,1
Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,5012.0,2242,2770.0,0.816,1142,0.447,45-50,0,0,1
Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,1,2569.0,1605,964.0,0.574,1190,0.625,35-40,0,0,1
Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,1,3471.0,1785,1686.0,1.051,1052,0.514,50-55,0,0,1
Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,3,34516.0,1699,32817.0,0.771,1628,0.049,40-45,0,0,1
Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,3,3312.0,1844,1468.0,0.986,1740,0.557,50-55,0,0,1
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,3,2578.0,2462,116.0,1.707,1378,0.955,55-60,0,0,1
Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,3,2902.0,2517,385.0,0.821,996,0.867,50-55,1,1,1
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,2,2742.0,2321,421.0,1.315,1389,0.846,55-60,0,0,1
Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,3,2077.0,1571,506.0,1.031,1365,0.756,60+,0,0,1
Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,1,6265.0,1942,4323.0,1.027,1715,0.31,45-50,0,0,1
Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,3,7819.0,1560,6259.0,0.827,1582,0.2,45-50,0,0,1
Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,3,2731.0,1692,1039.0,0.62,1220,0.62,50-55,0,0,1
Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,4,1438.3,537,901.3,0.819,715,0.373,55-60,1,1,1
Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,1,16286.0,1710,14576.0,1.223,2552,0.105,50-55,0,0,1
Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,2,34516.0,0,34516.0,0.507,1106,0.0,45-50,0,0,1
Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,1,2609.0,2439,170.0,1.269,1731,0.935,55-60,0,0,1
Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,3,7567.0,1173,6394.0,0.541,1435,0.155,50-55,0,0,1
Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,3,22770.0,2517,20253.0,0.994,1882,0.111,40-45,0,0,1
Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,1,3791.0,1648,2143.0,1.227,2058,0.435,60+,0,0,1
Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,2702.0,2517,185.0,1.019,1658,0.932,50-55,0,0,1
Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,1,2555.0,2117,438.0,1.049,1334,0.829,35-40,0,0,1
Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,3,2355.0,1090,1265.0,0.751,1441,0.463,40-45,0,0,1
Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,2,5332.0,0,5332.0,0.939,1371,0.0,50-55,0,0,1
Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,3,1443.0,1375,68.0,0.683,1991,0.953,50-55,0,0,1
Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,2,10741.0,755,9986.0,1.166,1278,0.07,45-50,0,0,1
Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,2,7984.0,1503,6481.0,0.797,1734,0.188,40-45,0,0,1
Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,2,18584.0,2517,16067.0,0.703,1330,0.135,45-50,0,0,1
Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,1,5585.0,1465,4120.0,1.503,1787,0.262,60+,0,0,1
Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,3,34516.0,2165,32351.0,0.837,1672,0.063,45-50,0,0,1
Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,3,1438.3,0,1438.3,1.068,1439,0.0,45-50,0,0,1
Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,1,2478.0,2031,447.0,1.284,1558,0.82,35-40,0,0,1
Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,3,34516.0,2274,32242.0,0.788,1795,0.066,50-55,0,0,1
Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,2,2339.0,1440,899.0,0.431,893,0.616,45-50,0,0,1
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,3,2726.0,0,2726.0,0.844,1099,0.0,45-50,0,0,1
Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,14881.0,848,14033.0,0.762,1408,0.057,40-45,0,0,1
Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,3,1628.0,969,659.0,0.999,1893,0.595,35-40,0,0,1
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,3156.0,1644,1512.0,1.052,1151,0.521,45-50,0,0,1
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,3,4745.0,1270,3475.0,0.93,1519,0.268,45-50,0,0,1
Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,3,19727.0,1785,17942.0,0.572,1245,0.09,45-50,0,0,1
Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,22720.0,793,21927.0,0.685,1102,0.035,50-55,0,0,1
Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,3,8129.0,1799,6330.0,0.566,1402,0.221,40-45,0,0,1
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,2,3751.0,1521,2230.0,0.974,1060,0.405,35-40,0,0,1
Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,5,1594.0,1411,183.0,0.817,1459,0.885,50-55,0,0,1
Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,2,2569.0,1403,1166.0,0.886,1456,0.546,50-55,0,0,1
Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,3,18206.0,1586,16620.0,0.921,1439,0.087,45-50,0,0,1
Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,3,3104.0,1766,1338.0,0.828,1353,0.569,40-45,0,0,1
Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,3,2406.0,1560,846.0,0.751,1173,0.648,45-50,0,0,1
Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,24571.0,1955,22616.0,1.174,1746,0.08,60+,0,0,1
Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,2,15534.0,726,14808.0,0.556,1279,0.047,35-40,0,0,1
Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,2,12301.0,2250,10051.0,0.484,1307,0.183,40-45,0,0,1
Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,2,2846.0,1818,1028.0,0.711,1473,0.639,35-40,0,0,1
Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,2,9788.0,1794,7994.0,0.778,1805,0.183,55-60,0,0,1
Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,3,7231.0,2381,4850.0,0.996,1421,0.329,50-55,0,0,1
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,3,2324.0,1576,748.0,0.728,1272,0.678,50-55,0,0,1
Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,2,12208.0,1980,10228.0,0.616,1409,0.162,55-60,0,0,1
Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,5,5639.0,1547,4092.0,1.087,647,0.274,40-45,1,1,1
Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,10021.0,1617,8404.0,0.578,1275,0.161,55-60,0,0,1
Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,1,2215.0,1915,300.0,0.794,1270,0.865,60+,0,0,1
Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,2,2027.0,1480,547.0,0.979,1702,0.73,50-55,0,0,1
Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,2,6363.0,1162,5201.0,0.644,1256,0.183,50-55,0,0,1
Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,1,3920.0,2008,1912.0,0.944,3178,0.512,35-40,0,0,1
Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,1,9226.0,1233,7993.0,1.521,1626,0.134,55-60,0,0,1
Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,1,9376.0,1288,8088.0,0.597,1562,0.137,50-55,0,0,1
